NAMES;X;Y;Z
jupiter;4.906081101147185;-0.7917080144601786;-0.10659575171406264
saturn;8.208267688205764;4.360259827023335;-0.4022495926618483
uranus;13.034539040402176;-14.99752682664938;-0.22470555951130455
neptune;15.506776334391713;-25.841663259100912;0.17473815307973334
sun;-3.738993826645866e-05;-0.00046132021723057753;2.9553687685612685e-06
jupiter;4.909956085324562;-0.7631497355276301;-0.1068007559418922
saturn;8.197592294715838;4.378224660850433;-0.40213777130484496
uranus;13.045275489615934;-14.988733424325387;-0.22481230543038172
neptune;15.51653602586125;-25.835663916119618;0.17439023440720294
sun;-3.8846684819181276e-05;-0.0004944341163708372;3.13787368016937e-06
jupiter;4.913673192334802;-0.7345669056941225;-0.10700232707640571
saturn;8.186876644388766;4.396167935215587;-0.4020239728883143
uranus;13.056005368301506;-14.979932467909201;-0.2249189381077037
neptune;15.526293476839054;-25.82966083980135;0.17404229045906364
sun;-4.0140619999957135e-05;-0.0005275649176913319;3.316524382251086e-06
jupiter;4.917232242590972;-0.7059604360486902;-0.10720045733207333
saturn;8.17612077710733;4.414089554747677;-0.4019081973228635
uranus;13.066728671462743;-14.971123962319487;-0.22502545749660893
neptune;15.53604868588813;-25.823654030970754;0.17369432128542694
sun;-4.127158894919095e-05;-0.0005607117222962464;3.4913135295040894e-06
jupiter;4.920633062193803;-0.6773312392389411;-0.10739513904434084
saturn;8.165324732992524;4.431989424129536;-0.4017904445293312
uranus;13.077445394106974;-14.962307912477756;-0.22513186355048984
neptune;15.54580165157174;-25.81764349045303;0.1733463269364092
sun;-4.223944232147987e-05;-0.0005938736298553934;3.6622338955661976e-06
jupiter;4.9238754829478095;-0.6486802294309685;-0.10758636467015686
saturn;8.154488552403544;4.449867448098626;-0.40167071443879865
uranus;13.088155531245013;-14.953484323308368;-0.2252381562227927
neptune;15.55555237245341;-25.811629219073925;0.17299830746213155
sun;-4.304403630068763e-05;-0.0006270497386428666;3.829278373515374e-06
jupiter;4.926959342377079;-0.6200083222690697;-0.1077741267884933
saturn;8.143612275937796;4.467723531447715;-0.40154900699259993
uranus;13.09885907789115;-14.944653199738521;-0.2253443354670178
neptune;15.565300847096934;-25.805611217659745;0.17265026291271993
sun;-4.368523261469921e-05;-0.0006602391455758765;3.992439976363316e-06
jupiter;4.929884483740725;-0.5913164348352757;-0.1079584181008591
saturn;8.13269594443088;4.4855575790255555;-0.40142532214233273
uranus;13.109556029063166;-14.935814546698252;-0.2254504012367193
neptune;15.575047074066362;-25.799589487037345;0.17230219333830507
